"year","reg","stat","sex","s.age","length","mean","sd","n","se"
"1576",1986,"2C ",182,"M",12,"length",83,0,1,0
"1577",1986,"2C ",182,"M",13,"length",80,0,1,0
"1578",1986,"2C ",182,"M",14,"length",85,0,1,0
"1579",1986,"2C ",182,"M",18,"length",121.5,0.707106781186548,2,0.5
"1580",1986,"3A ",250,"F",8,"length",106,0,1,0
"1581",1986,"3A ",250,"F",9,"length",93,0,1,0
"1582",1986,"3A ",250,"F",10,"length",130,0,1,0
"1583",1986,"3A ",250,"F",11,"length",117,11.3137084989848,2,8
"1584",1986,"3A ",250,"F",12,"length",129,7,3,4.04145188432738
"1585",1986,"3A ",250,"F",13,"length",141,0,1,0
"1586",1986,"3A ",250,"F",15,"length",150,0,1,0
"1587",1986,"3A ",250,"F",18,"length",178,0,1,0
"1588",1986,"3A ",250,"M",10,"length",89,0,1,0
"1589",1986,"3A ",250,"M",11,"length",114,5.65685424949238,2,4
"1590",1986,"3A ",250,"M",14,"length",126,0,1,0
"1591",1986,"3A ",250,"M",15,"length",127,0,1,0
"1592",1986,"3A ",260,"F",7,"length",87,0,1,0
"1593",1986,"3A ",260,"F",9,"length",100,0,1,0
"1594",1986,"3A ",260,"F",11,"length",120.5,19.0918830920368,2,13.5
"1595",1986,"3A ",260,"F",13,"length",143,0,1,0
"1596",1986,"3A ",260,"F",14,"length",139.5,14.9331845230681,4,7.46659226153404
"1597",1986,"3A ",260,"F",15,"length",155,0,1,0
"1598",1986,"3A ",260,"F",16,"length",148.5,10.4721853816033,4,5.23609269080167
"1599",1986,"3A ",260,"F",18,"length",165,0,1,0
"1600",1986,"3A ",260,"M",9,"length",82.4,12.837445228705,5,5.74108003776293
"1601",1986,"3A ",260,"M",11,"length",97.3333333333333,13.3166562369588,3,7.68837506311386
"1602",1986,"3A ",260,"M",12,"length",77,0,1,0
"1603",1986,"3A ",260,"M",13,"length",108,2.82842712474619,2,2
"1604",1986,"3A ",260,"M",14,"length",118,13.1402688962847,4,6.57013444814234
"1605",1986,"3A ",270,"F",11,"length",135,0,1,0
"1606",1986,"3A ",270,"M",11,"length",83.5,9.19238815542512,2,6.5
"1607",1986,"3A ",270,"M",15,"length",89,0,1,0
"1608",1986,"3A ",280,"F",7,"length",89,0,1,0
"1609",1986,"3A ",280,"F",10,"length",108.666666666667,28.3783955383904,3,16.3842743032593
"1610",1986,"3A ",280,"F",11,"length",122,17.3493515728975,3,10.0166528008778
"1611",1986,"3A ",280,"F",13,"length",150,0,1,0
"1612",1986,"3A ",280,"F",14,"length",128,0,1,0
"1613",1986,"3A ",280,"F",15,"length",150,4.24264068711928,2,3
"1614",1986,"3A ",280,"F",17,"length",165.5,20.5060966544099,2,14.5
"1615",1986,"3A ",280,"M",7,"length",74,0,1,0
"1616",1986,"3A ",280,"M",8,"length",83,7.81024967590665,3,4.50924975282289
"1617",1986,"3A ",280,"M",9,"length",85.3333333333333,7.23417813807024,3,4.17665469538056
"1618",1986,"3A ",280,"M",10,"length",95,10.9848380355227,4,5.49241901776136
"1619",1986,"3A ",280,"M",12,"length",105,0,1,0
"1620",1986,"3A ",280,"M",13,"length",96,0,1,0
"1621",1986,"3A ",280,"M",14,"length",111,0,1,0
"1622",1986,"3A ",280,"M",16,"length",120,0,1,0
"1623",1986,"3A ",280,"M",17,"length",125,0,1,0
"1624",1987,"4EE",583159,"M",8,"length",83,0,1,0
"1625",1987,"4EE",583159,"M",9,"length",96,0,1,0
"1626",1988,"2B ",132,"F",8,"length",86,4.24264068711928,2,3
"1627",1988,"2B ",132,"F",9,"length",94.3333333333333,12.0554275466834,3,6.9602043392737
"1628",1988,"2B ",132,"F",10,"length",97.5,13.4350288425444,2,9.5
"1629",1988,"2B ",132,"F",11,"length",108,0,1,0
"1630",1988,"2B ",132,"M",11,"length",79,0,1,0
"1631",1988,"2B ",132,"M",12,"length",82,0,1,0
"1632",1988,"2B ",132,"M",14,"length",99.3333333333333,6.11010092660779,3,3.52766841475279
"1633",1988,"2B ",132,"M",15,"length",94,2.82842712474619,2,2
"1634",1988,"2B ",132,"M",18,"length",125,0,1,0
"1635",1988,"3A ",280,"F",7,"length",86,0,1,0
"1636",1988,"3A ",280,"F",8,"length",90.0833333333333,8.18488999574364,12,2.36277422116503
"1637",1988,"3A ",280,"F",9,"length",100.75,10.8199551094923,8,3.82543181502802
"1638",1988,"3A ",280,"F",10,"length",114.833333333333,10.8151128827519,6,4.41525134555718
"1639",1988,"3A ",280,"F",11,"length",119.166666666667,10.785793124909,12,3.1135902820449
"1640",1988,"3A ",280,"F",12,"length",122,25.8069758011279,7,9.75412000863518
"1641",1988,"3A ",280,"F",13,"length",154,6.2449979983984,3,3.60555127546399
"1642",1988,"3A ",280,"F",14,"length",129,28.0713376952364,7,10.6099683586441
"1643",1988,"3A ",280,"F",15,"length",141.333333333333,20.6849381596046,6,8.4445906420093
"1644",1988,"3A ",280,"F",16,"length",128,0,1,0
"1645",1988,"3A ",280,"F",18,"length",181,0,1,0
"1646",1988,"3A ",280,"M",7,"length",88,0,1,0
"1647",1988,"3A ",280,"M",8,"length",90,6.89927532426414,6,2.81661735657035
"1648",1988,"3A ",280,"M",9,"length",87,0,1,0
"1649",1988,"3A ",280,"M",10,"length",93.8333333333333,13.2577021638995,6,5.41243424389105
"1650",1988,"3A ",280,"M",11,"length",91.6666666666667,8.43010478384858,6,3.44157586643742
"1651",1988,"3A ",280,"M",12,"length",102.5,19.0918830920368,2,13.5
"1652",1988,"3A ",280,"M",13,"length",107.333333333333,18.4481254693623,3,10.6510302057803
"1653",1988,"3A ",280,"M",15,"length",112.5,19.0918830920368,2,13.5
"1654",1989,"2B ",91,"F",10,"length",114,0,1,0
"1655",1989,"2B ",91,"F",17,"length",179,0,1,0
"1656",1989,"2B ",102,"F",7,"length",76.5,4.94974746830583,2,3.5
"1657",1989,"2B ",102,"F",8,"length",75,0,1,0
"1658",1989,"2B ",102,"F",10,"length",98,0,1,0
"1659",1989,"2B ",102,"M",9,"length",76,0,1,0
"1660",1989,"2B ",112,"F",7,"length",75,0,1,0
"1661",1989,"2B ",112,"F",8,"length",100.5,9.19238815542512,2,6.5
"1662",1989,"2B ",112,"F",9,"length",107,0,1,0
"1663",1989,"2B ",112,"F",10,"length",102.75,18.7327698610394,4,9.36638493051971
"1664",1989,"2B ",112,"F",11,"length",125.25,12.5266382827424,4,6.26331914137118
"1665",1989,"2B ",112,"F",12,"length",102.5,12.0208152801713,2,8.5
"1666",1989,"2B ",112,"F",13,"length",129,0,1,0
"1667",1989,"2B ",112,"F",15,"length",168,0,1,0
"1668",1989,"2B ",112,"M",7,"length",75,0,1,0
"1669",1989,"2B ",112,"M",8,"length",75,0,1,0
"1670",1989,"2B ",112,"M",11,"length",88,0,1,0
"1671",1989,"2B ",112,"M",12,"length",91.5,4.94974746830583,2,3.5
"1672",1989,"2B ",130,"F",7,"length",77,4.24264068711928,2,3
"1673",1989,"2B ",130,"F",8,"length",76,0,1,0
"1674",1989,"2B ",130,"F",9,"length",90,0,1,0
"1675",1989,"2B ",130,"F",10,"length",98,4.24264068711928,2,3
"1676",1989,"2B ",130,"F",13,"length",166,0,1,0
"1677",1989,"2B ",130,"M",9,"length",77,0,1,0
"1678",1989,"2B ",130,"M",10,"length",88,0,1,0
"1679",1989,"2B ",130,"M",11,"length",83.5,7.77817459305202,2,5.5
"1680",1989,"2B ",130,"M",12,"length",85,0,1,0
"1681",1989,"2B ",130,"M",13,"length",74,0,1,0
"1682",1989,"2B ",132,"F",7,"length",96,0,1,0
"1683",1989,"2B ",132,"F",8,"length",75,0,1,0
"1684",1989,"2B ",132,"F",9,"length",100.5,6.2449979983984,4,3.1224989991992
"1685",1989,"2B ",132,"F",10,"length",97.3333333333333,8.38649708360608,3,4.84194634877798
"1686",1989,"2B ",132,"F",11,"length",97.5,13.4350288425444,2,9.5
"1687",1989,"2B ",132,"F",12,"length",108.5,14.4798710859823,4,7.23993554299116
"1688",1989,"2B ",132,"F",14,"length",95,0,1,0
"1689",1989,"2B ",132,"M",10,"length",87,0,1,0
"1690",1989,"2B ",132,"M",11,"length",99,0,1,0
"1691",1989,"2B ",132,"M",12,"length",82,0,1,0
"1692",1989,"2B ",132,"M",13,"length",90,0,1,0
"1693",1989,"2B ",132,"M",14,"length",101,9.89949493661167,2,7
"1694",1989,"2B ",133,"F",8,"length",72,0,1,0
"1695",1989,"2B ",133,"F",9,"length",81,8.48528137423857,2,6
"1696",1989,"2B ",133,"F",10,"length",87,0,1,0
"1697",1989,"2B ",133,"M",9,"length",73,0,1,0
"1698",1989,"2B ",133,"M",11,"length",73,0,1,0
"1699",1989,"2B ",133,"M",13,"length",89,0,1,0
"1700",1989,"2B ",133,"M",14,"length",82,0,1,0
"1701",1989,"2C ",135,"F",7,"length",80,0,1,0
"1702",1989,"2C ",135,"F",11,"length",131,0,1,0
"1703",1989,"2C ",135,"F",12,"length",132,0,1,0
"1704",1989,"2C ",135,"F",13,"length",133,0,1,0
"1705",1989,"2C ",152,"F",8,"length",94,0,1,0
"1706",1989,"2C ",152,"F",13,"length",112,0,1,0
"1707",1989,"2C ",152,"M",11,"length",73,0,1,0
"1708",1989,"2C ",152,"M",12,"length",108,0,1,0
"1709",1989,"2C ",152,"M",16,"length",115,0,1,0
"1710",1989,"2C ",160,"F",9,"length",96,5.65685424949238,2,4
"1711",1989,"2C ",160,"F",10,"length",98.5,4.94974746830583,2,3.5
"1712",1989,"2C ",160,"F",12,"length",108,0,1,0
"1713",1989,"2C ",160,"F",13,"length",116,0,1,0
"1714",1989,"2C ",160,"F",14,"length",133.5,24.7487373415292,2,17.5
"1715",1989,"2C ",160,"F",15,"length",151,0,1,0
"1716",1989,"2C ",160,"M",13,"length",103,0,1,0
"1717",1989,"2C ",160,"M",14,"length",108,0,1,0
"1718",1989,"2C ",160,"M",15,"length",108,0,1,0
"1719",1989,"2C ",162,"F",7,"length",86,0,1,0
"1720",1989,"2C ",162,"F",8,"length",92,11.3137084989848,2,8
"1721",1989,"2C ",162,"F",12,"length",135,0,1,0
"1722",1989,"2C ",162,"F",15,"length",155,0,1,0
"1723",1989,"2C ",162,"F",16,"length",163,0,1,0
"1724",1989,"2C ",162,"M",9,"length",69,0,1,0
"1725",1989,"2C ",162,"M",10,"length",95.5,12.0208152801713,2,8.5
"1726",1989,"2C ",162,"M",11,"length",99.6666666666667,10.2143689640297,3,5.89726867098471
"1727",1989,"2C ",162,"M",12,"length",96,11.3137084989848,2,8
"1728",1989,"2C ",162,"M",13,"length",88,0,1,0
"1729",1989,"2C ",162,"M",15,"length",132,0,1,0
"1730",1989,"2C ",170,"F",7,"length",87,0,1,0
"1731",1989,"2C ",170,"F",8,"length",92.6666666666667,15.5349069303081,3,8.96908269804914
"1732",1989,"2C ",170,"F",9,"length",91,0,1,0
"1733",1989,"2C ",170,"F",10,"length",114,0,1,0
"1734",1989,"2C ",170,"F",11,"length",119,7.07106781186548,2,5
"1735",1989,"2C ",170,"F",12,"length",114,15.556349186104,2,11
"1736",1989,"2C ",170,"F",13,"length",145,0,1,0
"1737",1989,"2C ",170,"F",15,"length",156,0,1,0
"1738",1989,"2C ",170,"F",16,"length",157,0,1,0
"1739",1989,"2C ",170,"M",8,"length",79,0,1,0
"1740",1989,"2C ",170,"M",10,"length",90,0,1,0
"1741",1989,"2C ",170,"M",11,"length",99,0,1,0
"1742",1989,"2C ",170,"M",12,"length",97.3333333333333,10.1159939369957,3,5.84047182264508
"1743",1989,"2C ",170,"M",13,"length",111,2.82842712474619,2,2
"1744",1989,"2C ",170,"M",14,"length",103.5,7.77817459305202,2,5.5
"1745",1989,"2C ",170,"M",15,"length",110,7.07106781186548,2,5
"1746",1989,"2C ",170,"M",16,"length",104,1.4142135623731,2,1
"1747",1989,"2C ",170,"M",17,"length",128,0,1,0
"1748",1989,"2C ",182,"F",7,"length",92,0,1,0
"1749",1989,"2C ",182,"F",8,"length",82.6666666666667,3.78593889720018,3,2.185812841434
"1750",1989,"2C ",182,"F",10,"length",86,0,1,0
"1751",1989,"2C ",182,"F",12,"length",114,26.8700576850888,2,19
"1752",1989,"2C ",182,"F",14,"length",104,0,1,0
"1753",1989,"2C ",182,"M",9,"length",71.5,6.36396103067893,2,4.5
"1754",1989,"2C ",182,"M",10,"length",80,0,1,0
"1755",1989,"2C ",182,"M",12,"length",79,0,1,0
"1756",1989,"2C ",182,"M",13,"length",92.5,4.94974746830583,2,3.5
"1757",1989,"2C ",182,"M",14,"length",86,0,1,0
"1758",1989,"2C ",182,"M",17,"length",104,0,1,0
"1759",1989,"3A ",240,"F",7,"length",92,0,1,0
"1760",1989,"3A ",240,"F",8,"length",92,0,1,0
"1761",1989,"3A ",240,"F",9,"length",100,2.82842712474619,2,2
"1762",1989,"3A ",240,"F",10,"length",102,0,1,0
"1763",1989,"3A ",240,"F",12,"length",113.333333333333,15.0111069989303,3,8.66666666666667
"1764",1989,"3A ",240,"M",8,"length",83,0,1,0
"1765",1989,"3A ",240,"M",9,"length",80,2.16024689946929,4,1.08012344973464
"1766",1989,"3A ",240,"M",10,"length",75.5,2.12132034355964,2,1.5
"1767",1989,"3A ",240,"M",11,"length",85.3333333333333,2.08166599946613,3,1.20185042515466
"1768",1989,"3A ",240,"M",12,"length",83,0,1,0
"1769",1989,"3A ",240,"M",13,"length",116,0,1,0
"1770",1989,"3A ",240,"M",14,"length",96,0,1,0
"1771",1989,"3A ",241,"F",8,"length",98,0,1,0
"1772",1989,"3A ",241,"F",10,"length",106,0,1,0
"1773",1989,"3A ",241,"F",16,"length",177,0,1,0
"1774",1989,"3A ",242,"F",7,"length",85,0,1,0
"1775",1989,"3A ",242,"F",10,"length",135,0,1,0
"1776",1989,"3A ",250,"F",7,"length",69,0,1,0
"1777",1989,"3A ",250,"F",8,"length",82.75,16.0908876904497,4,8.04544384522486
"1778",1989,"3A ",250,"F",9,"length",90.3333333333333,5.5075705472861,3,3.17979733805649
"1779",1989,"3A ",250,"F",10,"length",104.2,20.0299775336868,5,8.95767827062348
"1780",1989,"3A ",250,"F",11,"length",120,5.76194411635517,6,2.35230383525031
"1781",1989,"3A ",250,"F",12,"length",111.6,11.567194992737,5,5.17300686255103
"1782",1989,"3A ",250,"F",13,"length",144.5,0.707106781186548,2,0.5
"1783",1989,"3A ",250,"F",14,"length",150.666666666667,3.05505046330389,3,1.76383420737639
"1784",1989,"3A ",250,"F",18,"length",129,0,1,0
"1785",1989,"3A ",250,"M",7,"length",68,0,1,0
"1786",1989,"3A ",250,"M",9,"length",84.5,4.94974746830583,2,3.5
"1787",1989,"3A ",250,"M",10,"length",81.5,3.69684550213647,4,1.84842275106824
"1788",1989,"3A ",250,"M",11,"length",88,0,1,0
"1789",1989,"3A ",250,"M",12,"length",97.6666666666667,8.02080627701064,3,4.63081466314993
"1790",1989,"3A ",250,"M",13,"length",88,0,1,0
"1791",1989,"3A ",250,"M",16,"length",100,0,1,0
"1792",1989,"3A ",260,"F",7,"length",78,0,1,0
"1793",1989,"3A ",260,"F",8,"length",79.75,5.85234995535981,4,2.92617497767991
"1794",1989,"3A ",260,"F",9,"length",89.7142857142857,6.82432623571211,7,2.57935286932397
"1795",1989,"3A ",260,"F",10,"length",101.444444444444,10.619688214716,9,3.539896071572
"1796",1989,"3A ",260,"F",11,"length",119.7,19.799270469164,10,6.26107906922689
"1797",1989,"3A ",260,"F",12,"length",128.4,12.5095519059992,10,3.95586765310581
"1798",1989,"3A ",260,"F",13,"length",140,4.63680924774785,5,2.07364413533277
"1799",1989,"3A ",260,"F",14,"length",157,4.35889894354067,3,2.51661147842358
"1800",1989,"3A ",260,"F",15,"length",163,15.7162336455017,3,9.07377172587747
"1801",1989,"3A ",260,"M",7,"length",67.6666666666667,7.02376916856849,3,4.05517502019881
"1802",1989,"3A ",260,"M",9,"length",83,0,1,0
"1803",1989,"3A ",260,"M",10,"length",83,1.63299316185545,4,0.816496580927726
"1804",1989,"3A ",260,"M",11,"length",92,0,1,0
"1805",1989,"3A ",260,"M",12,"length",114,8.48528137423857,2,6
"1806",1989,"3A ",260,"M",14,"length",113,0,1,0
"1807",1989,"3A ",260,"M",15,"length",138,0,1,0
"1808",1989,"3A ",261,"F",8,"length",88,0,1,0
"1809",1989,"3A ",261,"F",10,"length",84,0,1,0
"1810",1989,"3A ",261,"M",8,"length",69,0,1,0
"1811",1989,"3A ",261,"M",10,"length",74,0,1,0
"1812",1989,"3A ",270,"F",7,"length",72,6.83130051063973,4,3.41565025531987
"1813",1989,"3A ",270,"F",8,"length",76.6666666666667,7.56637297521078,9,2.52212432507026
"1814",1989,"3A ",270,"F",9,"length",85.7777777777778,6.97814047181944,9,2.32604682393981
"1815",1989,"3A ",270,"F",10,"length",104.833333333333,18.0822196277633,6,7.38203525082646
"1816",1989,"3A ",270,"F",11,"length",117,15.7955689989313,5,7.06399320497974
"1817",1989,"3A ",270,"F",12,"length",123,0,1,0
"1818",1989,"3A ",270,"F",14,"length",179,0,1,0
"1819",1989,"3A ",270,"F",15,"length",145,0,1,0
"1820",1989,"3A ",270,"M",8,"length",72.6666666666667,7.57187779440036,3,4.371625682868
"1821",1989,"3A ",270,"M",9,"length",79.2,4.60434577328853,5,2.0591260281974
"1822",1989,"3A ",270,"M",10,"length",84.5,9.8488578017961,4,4.92442890089805
"1823",1989,"3A ",270,"M",11,"length",85,0,1,0
"1824",1989,"3A ",270,"M",12,"length",89,5.65685424949238,2,4
"1825",1989,"3A ",270,"M",13,"length",92,0,1,0
"1826",1989,"3A ",270,"M",15,"length",115,0,1,0
"1827",1989,"3A ",280,"F",7,"length",83.6666666666667,13.3166562369588,3,7.68837506311386
"1828",1989,"3A ",280,"F",8,"length",90.5714285714286,10.277112805601,7,3.88438352562535
"1829",1989,"3A ",280,"F",9,"length",99.3125,18.499436928368,16,4.62485923209201
"1830",1989,"3A ",280,"F",10,"length",114.625,15.9547350786082,8,5.64085068305938
"1831",1989,"3A ",280,"F",11,"length",112.7,16.2073371587617,10,5.1252100227969
"1832",1989,"3A ",280,"F",12,"length",117.666666666667,20.441787266936,6,8.34532470575258
"1833",1989,"3A ",280,"F",13,"length",121.2,18.0194339533738,5,8.05853584716231
"1834",1989,"3A ",280,"F",14,"length",172,0,1,0
"1835",1989,"3A ",280,"F",16,"length",173,1.4142135623731,2,1
"1836",1989,"3A ",280,"F",17,"length",116,0,1,0
"1837",1989,"3A ",280,"M",8,"length",84.5,10.6066017177982,2,7.5
"1838",1989,"3A ",280,"M",9,"length",79,2.82842712474619,2,2
"1839",1989,"3A ",280,"M",10,"length",92,16.5227116418583,3,9.53939201416946
"1840",1989,"3A ",280,"M",12,"length",103.5,12.9228479833201,4,6.46142399166004
"1841",1989,"3A ",280,"M",13,"length",92.5,3.53553390593274,2,2.5
"1842",1989,"3A ",280,"M",14,"length",118,1.4142135623731,2,1
"1843",1989,"3B ",290,"F",8,"length",82,0,1,0
"1844",1989,"3B ",290,"F",9,"length",104.666666666667,13.2035348802256,3,7.62306441735285
"1845",1989,"3B ",290,"F",10,"length",111,0,1,0
"1846",1989,"3B ",290,"F",11,"length",114,4.24264068711928,2,3
"1847",1989,"3B ",290,"F",12,"length",105,0,1,0
"1848",1989,"3B ",290,"F",13,"length",112,0,1,0
"1849",1989,"3B ",290,"F",14,"length",148,0,1,0
"1850",1989,"3B ",290,"F",17,"length",161,0,1,0
"1851",1989,"3B ",290,"M",7,"length",73,2.82842712474619,2,2
"1852",1989,"3B ",290,"M",8,"length",79,8.54400374531753,3,4.93288286231625
"1853",1989,"3B ",290,"M",9,"length",76,3.91578004149024,4,1.95789002074512
"1854",1989,"3B ",290,"M",10,"length",91.5,8.34665601703261,4,4.1733280085163
"1855",1989,"3B ",290,"M",11,"length",96.3333333333333,9.45163125250522,3,5.45690184791497
"1856",1989,"3B ",290,"M",12,"length",97.5,4.94974746830583,2,3.5
"1857",1989,"3B ",300,"F",7,"length",71,0,1,0
"1858",1989,"3B ",300,"F",8,"length",85.6666666666667,22.0302821891444,3,12.7191893522259
"1859",1989,"3B ",300,"F",9,"length",91.6,11.3269589917153,5,5.06557005676558
"1860",1989,"3B ",300,"F",10,"length",104,0,1,0
"1861",1989,"3B ",300,"F",11,"length",125,29.698484809835,2,21
"1862",1989,"3B ",300,"F",13,"length",168.5,3.53553390593274,2,2.5
"1863",1989,"3B ",300,"M",10,"length",73.5,10.6066017177982,2,7.5
"1864",1989,"3B ",300,"M",11,"length",76,4.24264068711928,2,3
"1865",1989,"3B ",300,"M",12,"length",79,0,1,0
"1866",1989,"3B ",310,"F",9,"length",84,0,1,0
"1867",1989,"3B ",310,"F",10,"length",108.5,33.2340187157677,2,23.5
"1868",1989,"3B ",310,"F",12,"length",102,0,1,0
"1869",1989,"3B ",310,"F",14,"length",128,0,1,0
"1870",1989,"3B ",310,"M",9,"length",70,0,1,0
"1871",1989,"3B ",320,"F",7,"length",69,0,1,0
"1872",1989,"3B ",320,"F",8,"length",69,0,1,0
"1873",1989,"3B ",320,"F",9,"length",90.5,2.12132034355964,2,1.5
"1874",1989,"3B ",320,"F",10,"length",86.75,2.87228132326901,4,1.43614066163451
"1875",1989,"3B ",320,"F",11,"length",101.5,19.2093727122985,4,9.60468635614927
"1876",1989,"3B ",320,"F",13,"length",171,0,1,0
"1877",1989,"3B ",320,"F",16,"length",115,0,1,0
"1878",1989,"3B ",320,"M",9,"length",76.6666666666667,7.63762615825973,3,4.40958551844098
"1879",1989,"3B ",320,"M",14,"length",139,0,1,0
"1880",1989,"3B ",340,"F",8,"length",76.5,13.4350288425444,2,9.5
"1881",1989,"3B ",340,"F",9,"length",115,0,1,0
"1882",1989,"3B ",340,"F",12,"length",132,8.48528137423857,2,6
"1883",1989,"3B ",340,"F",14,"length",186,0,1,0
"1884",1989,"3B ",340,"F",16,"length",142,0,1,0
"1885",1989,"3B ",340,"M",9,"length",74.5,9.19238815542512,2,6.5
"1886",1989,"3B ",340,"M",10,"length",101.333333333333,6.02771377334171,3,3.48010216963685
"1887",1989,"3B ",340,"M",11,"length",91,0,1,0
"1888",1989,"3B ",340,"M",12,"length",77,0,1,0
"1889",1992,"3A ",250,"F",7,"length",74,0,1,0
"1890",1992,"3A ",250,"F",8,"length",79.5,7.77817459305202,2,5.5
"1891",1992,"3A ",250,"F",9,"length",81.2857142857143,6.23736818736572,7,2.3575035799022
"1892",1992,"3A ",250,"F",10,"length",86.5,10.6066017177982,2,7.5
"1893",1992,"3A ",250,"F",11,"length",93.3333333333333,6.02771377334171,3,3.48010216963685
"1894",1992,"3A ",250,"F",12,"length",105,0,1,0
"1895",1992,"3A ",250,"M",9,"length",71,0,1,0
"1896",1992,"3A ",250,"M",10,"length",91,0,1,0
"1897",1992,"3A ",250,"M",11,"length",82,0,1,0
"1898",1992,"3A ",260,"F",7,"length",66,0,1,0
"1899",1992,"3A ",260,"F",8,"length",76.6666666666667,5.85946527708232,3,3.38296385503074
"1900",1992,"3A ",260,"F",9,"length",79.8888888888889,7.06124005477162,9,2.35374668492387
"1901",1992,"3A ",260,"F",10,"length",87,0,1,0
"1902",1992,"3A ",260,"F",11,"length",95.5,11.3269589917153,6,4.62421164452205
"1903",1992,"3A ",260,"F",12,"length",97.8333333333333,12.0568099705796,6,4.92217205893676
"1904",1992,"3A ",260,"F",13,"length",100.5,12.0208152801713,2,8.5
"1905",1992,"3A ",260,"F",15,"length",118,0,1,0
"1906",1992,"3A ",260,"F",17,"length",130,0,1,0
"1907",1992,"3A ",260,"M",9,"length",72.6666666666667,4.16333199893227,3,2.40370085030933
"1908",1992,"3A ",260,"M",10,"length",68,0,1,0
"1909",1992,"3A ",260,"M",11,"length",83.3333333333333,7.50555349946513,3,4.33333333333333
"1910",1992,"3A ",260,"M",12,"length",85,0,1,0
"1911",1992,"3A ",260,"M",13,"length",95,14.142135623731,2,10
"1912",1992,"3A ",260,"M",14,"length",100.5,4.94974746830583,2,3.5
"1913",1992,"3A ",260,"M",15,"length",98,0,1,0
"1914",1992,"3A ",270,"F",8,"length",89,0,1,0
"1915",1992,"3A ",270,"F",12,"length",104,2.82842712474619,2,2
"1916",1992,"3A ",270,"M",11,"length",117,16.9705627484771,2,12
"1917",1992,"3A ",270,"M",15,"length",107,12.7279220613579,2,9
"1918",1992,"3A ",270,"M",17,"length",87,0,1,0
"1919",1992,"3A ",280,"F",8,"length",82,0,1,0
"1920",1992,"3A ",280,"F",9,"length",79.3333333333333,5.3166405433005,6,2.17050941281329
"1921",1992,"3A ",280,"F",10,"length",86,0,1,0
"1922",1992,"3A ",280,"F",12,"length",124,0,1,0
"1923",1992,"3A ",280,"F",13,"length",125,0,1,0
"1924",1992,"3A ",280,"M",8,"length",65,0,1,0
"1925",1992,"3A ",280,"M",9,"length",70.6666666666667,3.21455025366432,3,1.85592145427667
"1926",1992,"3A ",280,"M",11,"length",74.5,0.707106781186548,2,0.5
"1927",1992,"3B ",290,"F",7,"length",82.4,6.46529195009785,5,2.89136645896019
"1928",1992,"3B ",290,"F",8,"length",95.3333333333333,16.8602095676972,6,6.88315173287483
"1929",1992,"3B ",290,"F",9,"length",106.4,10.2615788258922,5,4.58911756223351
"1930",1992,"3B ",290,"F",10,"length",104.666666666667,4.50924975282289,3,2.60341655863555
"1931",1992,"3B ",290,"F",11,"length",105,0,1,0
"1932",1992,"3B ",290,"F",12,"length",137,0,1,0
"1933",1992,"3B ",290,"F",13,"length",143,0,1,0
"1934",1992,"3B ",290,"F",18,"length",200,0,1,0
"1935",1992,"3B ",290,"M",15,"length",124,0,1,0
"1936",1992,"3B ",300,"F",7,"length",70,7.07106781186548,2,5
"1937",1992,"3B ",300,"F",8,"length",77.75,10.5948100502085,4,5.29740502510427
"1938",1992,"3B ",300,"F",9,"length",81,8.71779788708135,3,5.03322295684717
"1939",1992,"3B ",300,"F",10,"length",98,23.7346441585572,4,11.8673220792786
"1940",1992,"3B ",300,"F",11,"length",113,0,1,0
"1941",1992,"3B ",300,"F",12,"length",125.75,10.688779163216,4,5.34438958160799
"1942",1992,"3B ",300,"F",13,"length",153,0,1,0
"1943",1992,"3B ",300,"F",14,"length",149,5.65685424949238,2,4
"1944",1992,"3B ",300,"F",15,"length",164,0,1,0
"1945",1992,"3B ",300,"F",16,"length",159,0,1,0
"1946",1992,"3B ",300,"M",9,"length",71,0,1,0
"1947",1992,"3B ",300,"M",13,"length",93,0,1,0
"1948",1992,"3B ",320,"F",7,"length",69.3333333333333,12.0554275466834,3,6.9602043392737
"1949",1992,"3B ",320,"F",9,"length",88.8333333333333,24.7904551524708,6,10.1206609358173
"1950",1992,"3B ",320,"F",10,"length",93.8,18.0055546984812,5,8.05232885567896
"1951",1992,"3B ",320,"F",11,"length",117.75,20.7906228862918,4,10.3953114431459
"1952",1992,"3B ",320,"F",12,"length",113.2,26.5273443827308,5,11.8633890604667
"1953",1992,"3B ",320,"F",14,"length",138,0,1,0
"1954",1992,"3B ",320,"F",15,"length",151,0,1,0
"1955",1992,"3B ",320,"F",16,"length",123,0,1,0
"1956",1992,"3B ",320,"M",9,"length",73,0,1,0
"1957",1992,"3B ",320,"M",10,"length",73,0,1,0
"1958",1992,"3B ",320,"M",11,"length",86,18.3847763108502,2,13
"1959",1992,"4A ",360,"F",8,"length",62,0,1,0
"1960",1992,"4A ",360,"F",10,"length",78,15.556349186104,2,11
"1961",1992,"4A ",360,"F",11,"length",99,0,1,0
"1962",1992,"4A ",360,"F",13,"length",129,0,1,0
"1963",1992,"4A ",360,"M",7,"length",57,0,1,0
"1964",1992,"4A ",360,"M",8,"length",70,0,1,0
"1965",1992,"4A ",360,"M",9,"length",75,0,1,0
"1966",1992,"4A ",360,"M",11,"length",80,0,1,0
"1967",1992,"4A ",360,"M",12,"length",79,0,1,0
