"year","reg","stat","sex","s.age","length","mean","sd","n","se"
"3533",1997,"4B ",410,"F",10,"length",91.5,20.9069366479166,6,8.53522114534826
"3534",1997,"4B ",410,"M",7,"length",70,0,1,0
"3535",1997,"4B ",410,"M",8,"length",62,0,1,0
"3536",1997,"4B ",410,"M",9,"length",76,0,1,0
"3537",1997,"4B ",410,"M",10,"length",102,0,1,0
"3538",1997,"4B ",410,"M",17,"length",89,0,1,0
"3539",1997,"4B ",420,"F",8,"length",70,0,1,0
"3540",1997,"4B ",420,"F",10,"length",84,2.82842712474619,2,2
"3541",1997,"4B ",420,"F",11,"length",96,9.89949493661167,2,7
"3542",1997,"4B ",420,"F",12,"length",107,19.7989898732233,2,14
"3543",1997,"4B ",420,"F",18,"length",148,0,1,0
"3544",1997,"4B ",420,"M",7,"length",60,0,1,0
"3545",1997,"4B ",420,"M",9,"length",72,0,1,0
"3546",1997,"4B ",420,"M",10,"length",76.875,8.70857541244753,8,3.07894636430804
"3547",1997,"4B ",420,"M",11,"length",80,8.48528137423857,2,6
"3548",1997,"4B ",420,"M",12,"length",84.5,10.6066017177982,2,7.5
"3549",1997,"4B ",420,"M",13,"length",89,0,1,0
"3550",1997,"4B ",430,"F",9,"length",78,0,1,0
"3551",1997,"4B ",430,"F",10,"length",68,0,1,0
"3552",1997,"4B ",430,"F",11,"length",99,0,1,0
"3553",1997,"4B ",430,"M",9,"length",70,0,1,0
"3554",1997,"4B ",430,"M",10,"length",77.25,5.1234753829798,4,2.5617376914899
"3555",1997,"4B ",430,"M",12,"length",99,0,1,0
"3556",1997,"4B ",430,"M",14,"length",97.5,3.53553390593274,2,2.5
"3557",1997,"4B ",430,"M",16,"length",131,0,1,0
"3558",1997,"4B ",440,"F",10,"length",91.5,3.53553390593274,2,2.5
"3559",1997,"4B ",440,"F",18,"length",132,0,1,0
"3560",1997,"4B ",440,"M",11,"length",89,0,1,0
"3561",1997,"4B ",440,"M",12,"length",104.5,13.4350288425444,2,9.5
"3562",1997,"4B ",440,"M",13,"length",93,4.24264068711928,2,3
"3563",1997,"4B ",440,"M",14,"length",90,0,1,0
"3564",1997,"4B ",440,"M",15,"length",111,0,1,0
"3565",1997,"4B ",460,"M",13,"length",87,0,1,0
"3566",1997,"4B ",460,"M",15,"length",97,7.07106781186548,2,5
"3567",1997,"4B ",460,"M",16,"length",122,0,1,0
"3568",1997,"4B ",480,"F",11,"length",99,0,1,0
"3569",1997,"4B ",480,"F",12,"length",102,0,1,0
"3570",1997,"4B ",480,"F",14,"length",106,0,1,0
"3571",1997,"4B ",480,"F",17,"length",106,1.4142135623731,2,1
"3572",1997,"4B ",480,"F",18,"length",155,19.7989898732233,2,14
"3573",1997,"4B ",480,"M",8,"length",79,0,1,0
"3574",1997,"4B ",480,"M",13,"length",92,0,1,0
"3575",1997,"4B ",480,"M",14,"length",95,9.2736184954957,4,4.63680924774785
"3576",1997,"4B ",480,"M",15,"length",106,0,1,0
"3577",1997,"4B ",480,"M",17,"length",104.5,3.53553390593274,2,2.5
"3578",1997,"4B ",490,"F",9,"length",95.5,4.94974746830583,2,3.5
"3579",1997,"4B ",490,"F",10,"length",110,7.07106781186548,2,5
"3580",1997,"4B ",490,"F",11,"length",109,14.0978721798717,9,4.69929072662389
"3581",1997,"4B ",490,"F",14,"length",150,0,1,0
"3582",1997,"4B ",490,"F",17,"length",124,0,1,0
"3583",1997,"4B ",490,"M",11,"length",88,4.74341649025257,5,2.12132034355964
"3584",1997,"4B ",490,"M",12,"length",94.6666666666667,9.60902353693305,3,5.54777232569775
"3585",1997,"4B ",490,"M",14,"length",103.5,3.53553390593274,2,2.5
"3586",1997,"4B ",490,"M",15,"length",90,0,1,0
"3587",1997,"4B ",490,"M",16,"length",106,0,1,0
"3588",1997,"4B ",490,"M",17,"length",105.666666666667,4.72581562625261,3,2.72845092395748
"3589",1997,"4B ",500,"F",17,"length",119,0,1,0
"3590",1997,"4B ",500,"M",13,"length",90,0,1,0
"3591",1997,"4B ",500,"M",15,"length",95,0,1,0
"3592",1997,"4B ",513178,"F",11,"length",101,0,1,0
"3593",1997,"4B ",513178,"F",14,"length",130,0,1,0
"3594",1997,"4B ",513178,"F",15,"length",137,0,1,0
"3595",1997,"4B ",513277,"F",14,"length",143,0,1,0
"3596",1997,"4B ",520172,"F",9,"length",99,0,1,0
"3597",1997,"4B ",520172,"F",10,"length",99,0,1,0
"3598",1997,"4B ",520172,"F",12,"length",102,0,1,0
"3599",1997,"4B ",520172,"F",17,"length",118,0,1,0
"3600",1997,"4B ",520172,"M",9,"length",74,0,1,0
"3601",1997,"4B ",520172,"M",10,"length",74,0,2,0
"3602",1997,"4B ",520172,"M",11,"length",87,0,1,0
"3603",1997,"4B ",520172,"M",14,"length",84,12.7279220613579,2,9
"3604",1997,"4B ",520173,"F",11,"length",101,0,1,0
"3605",1997,"4B ",520173,"F",12,"length",105,0,1,0
"3606",1997,"4B ",520173,"M",8,"length",82,0,1,0
"3607",1997,"4B ",520173,"M",9,"length",82,0,1,0
"3608",1997,"4B ",520173,"M",10,"length",79.75,5.85234995535981,4,2.92617497767991
"3609",1997,"4B ",520173,"M",11,"length",77,0,1,0
"3610",1997,"4B ",520179,"M",9,"length",78,0,1,0
"3611",1997,"4B ",520179,"M",12,"length",88,0,1,0
"3612",1997,"4B ",520179,"M",13,"length",98,0,1,0
"3613",1997,"4B ",520279,"F",7,"length",72,0,1,0
"3614",1997,"4B ",520279,"F",16,"length",154,0,1,0
"3615",1997,"4B ",520279,"F",17,"length",131,0,1,0
"3616",1997,"4B ",520279,"M",9,"length",77,0,1,0
"3617",1997,"4B ",520279,"M",10,"length",81.5,6.36396103067893,2,4.5
"3618",1997,"4B ",520279,"M",14,"length",96,0,1,0
"3619",1997,"4B ",520279,"M",17,"length",104,0,1,0
"3620",1997,"4B ",523272,"M",7,"length",72,0,1,0
"3621",1997,"4B ",523272,"M",10,"length",80,0,1,0
"3622",1997,"4B ",523272,"M",11,"length",80,0,1,0
"3623",1997,"4C ",563168,"F",11,"length",76,0,1,0
"3624",1997,"4C ",563168,"M",9,"length",73,0,1,0
"3625",1997,"4C ",563168,"M",10,"length",72.5,2.12132034355964,2,1.5
"3626",1997,"4C ",563169,"F",10,"length",82,0,1,0
"3627",1997,"4C ",563170,"F",8,"length",67,0,1,0
"3628",1997,"4C ",563170,"F",9,"length",75,0,1,0
"3629",1997,"4C ",563170,"F",10,"length",85.2222222222222,7.91798234681313,9,2.63932744893771
"3630",1997,"4C ",563170,"F",11,"length",85.75,15.6284996080878,4,7.81424980404389
"3631",1997,"4C ",563170,"F",12,"length",104,0,1,0
"3632",1997,"4C ",563170,"F",13,"length",101,22.6274169979695,2,16
"3633",1997,"4C ",563170,"F",17,"length",113,31,3,17.8978583448784
"3634",1997,"4C ",563170,"M",8,"length",66,5.65685424949238,2,4
"3635",1997,"4C ",563170,"M",9,"length",73.5,9.19238815542512,2,6.5
"3636",1997,"4C ",563170,"M",10,"length",76.3333333333333,10.1159939369957,3,5.84047182264508
"3637",1997,"4C ",563170,"M",13,"length",73,0,1,0
"3638",1997,"4C ",563170,"M",16,"length",105.5,10.6066017177982,2,7.5
"3639",1997,"4C ",570169,"F",16,"length",140,0,1,0
"3640",1997,"4C ",570169,"M",9,"length",61,0,1,0
"3641",1997,"4C ",570169,"M",13,"length",94,0,1,0
"3642",1997,"4C ",570170,"F",10,"length",94.4,9.07193474403338,5,4.05709255502016
"3643",1997,"4C ",570170,"F",12,"length",117.5,10.6066017177982,2,7.5
"3644",1997,"4C ",570170,"F",14,"length",111,0,1,0
"3645",1997,"4C ",570170,"M",10,"length",78,0,1,0
"3646",1997,"4C ",573170,"F",9,"length",89,0,1,0
"3647",1997,"4C ",573170,"F",10,"length",96,0,1,0
"3648",1997,"4C ",573170,"M",8,"length",75,0,1,0
"3649",1997,"4C ",573170,"M",10,"length",83,0,1,0
"3650",1997,"4D ",563171,"F",9,"length",77,0,1,0
"3651",1997,"4D ",563171,"F",10,"length",80,2.64575131106459,3,1.52752523165195
"3652",1997,"4D ",563171,"F",11,"length",92,0,1,0
"3653",1997,"4D ",563171,"F",12,"length",83,0,1,0
"3654",1997,"4D ",563171,"M",9,"length",91,0,1,0
"3655",1997,"4D ",563171,"M",10,"length",77.3333333333333,11.3724814061547,3,6.5659052011974
"3656",1997,"4D ",563171,"M",11,"length",76.5,6.36396103067893,2,4.5
"3657",1997,"4D ",563171,"M",16,"length",87,0,1,0
"3658",1997,"4D ",563171,"M",17,"length",116,0,1,0
"3659",1997,"4D ",563172,"F",9,"length",72,0,1,0
"3660",1997,"4D ",563172,"F",10,"length",82,0,1,0
"3661",1997,"4D ",570173,"F",10,"length",85.5,10.6066017177982,2,7.5
"3662",1997,"4D ",570173,"F",12,"length",100,0,1,0
"3663",1997,"4D ",570173,"F",13,"length",97,0,1,0
"3664",1997,"4D ",570173,"M",7,"length",61,0,1,0
"3665",1997,"4D ",570173,"M",8,"length",62,0,1,0
"3666",1997,"4D ",570173,"M",9,"length",77,0,1,0
"3667",1997,"4D ",570173,"M",10,"length",73,0,1,0
"3668",1997,"4D ",570173,"M",12,"length",109,0,1,0
"3669",1997,"4D ",573173,"F",10,"length",83.6666666666667,7.55424825291482,6,3.0840089349921
"3670",1997,"4D ",573173,"F",11,"length",104,0,1,0
"3671",1997,"4D ",573173,"F",12,"length",102,4.58257569495584,3,2.64575131106459
"3672",1997,"4D ",573173,"F",14,"length",113,0,1,0
"3673",1997,"4D ",573173,"M",9,"length",68,0,1,0
"3674",1997,"4D ",580174,"M",9,"length",83,0,1,0
"3675",1997,"4D ",583174,"F",10,"length",84,0,1,0
"3676",1997,"4D ",583174,"F",12,"length",91.5,3.53553390593274,2,2.5
"3677",1997,"4D ",583174,"F",13,"length",94,0,1,0
"3678",1997,"4D ",583174,"F",14,"length",106,0,1,0
"3679",1997,"4D ",583174,"F",15,"length",105.5,3.53553390593274,2,2.5
"3680",1997,"4D ",583174,"F",17,"length",114.5,9.19238815542512,2,6.5
"3681",1997,"4D ",583174,"F",18,"length",122,0,1,0
"3682",1997,"4D ",583176,"M",9,"length",73,0,1,0
"3683",1997,"4D ",583177,"F",10,"length",86,0,1,0
"3684",1997,"4D ",583177,"F",17,"length",163,0,1,0
"3685",1997,"4D ",583177,"M",10,"length",78,0,1,0
"3686",1997,"4D ",583177,"M",15,"length",91,0,1,0
"3687",1997,"4D ",583177,"M",16,"length",96,0,1,0
"3688",1997,"4D ",583178,"F",17,"length",137,0,1,0
"3689",1997,"4D ",590177,"F",8,"length",74,0,1,0
"3690",1997,"4D ",590177,"F",15,"length",117,0,1,0
"3691",1997,"4D ",590177,"F",17,"length",152,0,1,0
"3692",1997,"4D ",590177,"M",7,"length",78,0,1,0
"3693",1997,"4D ",590177,"M",12,"length",82,0,1,0
"3694",1997,"4D ",590177,"M",14,"length",81,0,1,0
"3695",1997,"4D ",593176,"F",10,"length",75,0,1,0
"3696",1997,"4D ",593177,"F",10,"length",69,0,1,0
"3697",1997,"4D ",593177,"F",11,"length",80,0,1,0
"3698",1998,"2B ",90,"F",8,"length",113,0,1,0
"3699",1998,"2B ",90,"M",13,"length",87,0,1,0
"3700",1998,"2B ",91,"F",7,"length",83,5.65685424949238,2,4
"3701",1998,"2B ",91,"F",8,"length",83.3333333333333,9.23760430703401,3,5.33333333333333
"3702",1998,"2B ",91,"F",9,"length",96,0,1,0
"3703",1998,"2B ",91,"F",10,"length",83,0,1,0
"3704",1998,"2B ",91,"F",14,"length",107,0,1,0
"3705",1998,"2B ",91,"F",16,"length",86,0,1,0
"3706",1998,"2B ",91,"M",7,"length",67,0,1,0
"3707",1998,"2B ",91,"M",8,"length",68.5,6.36396103067893,2,4.5
"3708",1998,"2B ",91,"M",9,"length",80,0,1,0
"3709",1998,"2B ",91,"M",10,"length",68,0,1,0
"3710",1998,"2B ",91,"M",11,"length",77.5,0.707106781186548,2,0.5
"3711",1998,"2B ",91,"M",12,"length",93,0,1,0
"3712",1998,"2B ",91,"M",13,"length",82,0,1,0
"3713",1998,"2B ",91,"M",15,"length",85,0,1,0
"3714",1998,"2B ",100,"F",11,"length",89,0,1,0
"3715",1998,"2B ",100,"M",10,"length",84,0,1,0
"3716",1998,"2B ",102,"F",8,"length",83.6666666666667,8.08290376865476,3,4.66666666666667
"3717",1998,"2B ",102,"F",9,"length",87.6666666666667,9.86576572463249,3,5.69600249687835
"3718",1998,"2B ",102,"F",11,"length",99,12.7279220613579,2,9
"3719",1998,"2B ",102,"F",14,"length",94,0,1,0
"3720",1998,"2B ",102,"M",9,"length",79,0,1,0
"3721",1998,"2B ",102,"M",10,"length",84,0,1,0
"3722",1998,"2B ",102,"M",11,"length",84.5,3.53553390593274,2,2.5
"3723",1998,"2B ",102,"M",12,"length",94,0,1,0
"3724",1998,"2B ",102,"M",14,"length",93,0,1,0
"3725",1998,"2B ",102,"M",15,"length",85.5,12.0208152801713,2,8.5
"3726",1998,"2B ",102,"M",16,"length",92.5,7.77817459305202,2,5.5
"3727",1998,"2B ",102,"M",17,"length",89,0,1,0
"3728",1998,"2B ",112,"F",7,"length",71,0,1,0
"3729",1998,"2B ",112,"F",8,"length",88,0,1,0
"3730",1998,"2B ",112,"F",9,"length",87.5,14.8492424049175,2,10.5
"3731",1998,"2B ",112,"F",10,"length",93.3333333333333,8.08290376865476,3,4.66666666666667
"3732",1998,"2B ",112,"F",11,"length",98.6666666666667,1.15470053837925,3,0.666666666666667
"3733",1998,"2B ",112,"F",13,"length",104,0,1,0
"3734",1998,"2B ",112,"F",15,"length",127,0,1,0
"3735",1998,"2B ",112,"M",9,"length",105,0,1,0
"3736",1998,"2B ",112,"M",10,"length",77.5,3.53553390593274,2,2.5
"3737",1998,"2B ",112,"M",11,"length",78.5,2.12132034355964,2,1.5
"3738",1998,"2B ",112,"M",15,"length",100,0,1,0
"3739",1998,"2B ",121,"F",7,"length",85,0,1,0
"3740",1998,"2B ",121,"F",9,"length",108,0,1,0
"3741",1998,"2B ",121,"F",10,"length",110,0,1,0
"3742",1998,"2B ",121,"F",11,"length",91,0,1,0
"3743",1998,"2B ",121,"M",8,"length",77,0,1,0
"3744",1998,"2B ",121,"M",9,"length",81,0,1,0
"3745",1998,"2B ",121,"M",10,"length",74.5,9.19238815542512,2,6.5
"3746",1998,"2B ",121,"M",11,"length",72,0,1,0
"3747",1998,"2B ",121,"M",12,"length",82,0,1,0
"3748",1998,"2B ",130,"F",9,"length",89.5,3.53553390593274,2,2.5
"3749",1998,"2B ",130,"F",10,"length",91,0,1,0
"3750",1998,"2B ",130,"F",14,"length",141,0,1,0
"3751",1998,"2B ",130,"F",15,"length",140,0,1,0
"3752",1998,"2B ",130,"F",18,"length",177,0,1,0
"3753",1998,"2B ",130,"M",9,"length",75,0,1,0
"3754",1998,"2B ",131,"F",10,"length",98,0,1,0
"3755",1998,"2B ",131,"F",11,"length",111,25.4558441227157,2,18
"3756",1998,"2B ",132,"F",8,"length",89,0,1,0
"3757",1998,"2B ",132,"F",10,"length",117,0,1,0
"3758",1998,"2B ",132,"F",15,"length",103,0,1,0
"3759",1998,"2B ",132,"F",17,"length",151,0,1,0
"3760",1998,"2B ",132,"M",8,"length",69,0,1,0
"3761",1998,"2B ",132,"M",11,"length",70,0,1,0
"3762",1998,"2B ",133,"F",10,"length",84,0,1,0
"3763",1998,"2B ",133,"F",12,"length",134,0,1,0
"3764",1998,"2B ",133,"F",13,"length",89,0,1,0
"3765",1998,"2B ",133,"M",8,"length",69,0,1,0
"3766",1998,"2B ",133,"M",9,"length",72,0,1,0
"3767",1998,"2B ",133,"M",11,"length",73,0,1,0
"3768",1998,"2B ",133,"M",16,"length",84,0,1,0
"3769",1998,"2B ",135,"F",11,"length",98,0,1,0
"3770",1998,"2B ",135,"M",9,"length",74,0,1,0
"3771",1998,"2B ",135,"M",11,"length",95,0,1,0
"3772",1998,"2B ",135,"M",12,"length",103,0,1,0
"3773",1998,"2C ",140,"F",9,"length",82,0,1,0
"3774",1998,"2C ",140,"F",10,"length",85.6666666666667,12.5033328890074,3,7.21880260923591
"3775",1998,"2C ",140,"F",11,"length",85,0,1,0
"3776",1998,"2C ",140,"M",7,"length",66,0,1,0
"3777",1998,"2C ",140,"M",9,"length",79,0,1,0
"3778",1998,"2C ",140,"M",11,"length",77,0,1,0
"3779",1998,"2C ",140,"M",12,"length",77,0,1,0
"3780",1998,"2C ",140,"M",13,"length",84,0,1,0
"3781",1998,"2C ",141,"F",7,"length",77,0,1,0
"3782",1998,"2C ",141,"F",13,"length",100,0,1,0
"3783",1998,"2C ",141,"M",11,"length",77,0,2,0
"3784",1998,"2C ",141,"M",12,"length",93,0,1,0
"3785",1998,"2C ",141,"M",16,"length",99,0,1,0
"3786",1998,"2C ",142,"F",8,"length",83,0,1,0
"3787",1998,"2C ",142,"F",9,"length",95,0,1,0
"3788",1998,"2C ",142,"F",11,"length",98,4.24264068711928,2,3
"3789",1998,"2C ",142,"F",12,"length",115,0,1,0
"3790",1998,"2C ",142,"F",13,"length",116,0,1,0
"3791",1998,"2C ",142,"F",16,"length",125,0,1,0
"3792",1998,"2C ",142,"M",11,"length",79,0,1,0
"3793",1998,"2C ",143,"M",11,"length",90,0,1,0
"3794",1998,"2C ",150,"F",10,"length",81.5,0.707106781186548,2,0.5
"3795",1998,"2C ",150,"F",11,"length",102.5,6.36396103067893,2,4.5
"3796",1998,"2C ",150,"F",12,"length",102,0,1,0
"3797",1998,"2C ",150,"F",14,"length",130,16.9705627484771,2,12
"3798",1998,"2C ",150,"F",15,"length",180,0,1,0
"3799",1998,"2C ",150,"F",18,"length",128,0,1,0
"3800",1998,"2C ",150,"M",11,"length",75,1.4142135623731,2,1
"3801",1998,"2C ",150,"M",13,"length",85,12.7279220613579,2,9
"3802",1998,"2C ",151,"F",10,"length",106,0,1,0
"3803",1998,"2C ",151,"F",11,"length",92,0,1,0
"3804",1998,"2C ",151,"F",12,"length",108,0,1,0
"3805",1998,"2C ",151,"F",13,"length",139,0,1,0
"3806",1998,"2C ",151,"F",14,"length",106,0,1,0
"3807",1998,"2C ",151,"M",9,"length",74,0,1,0
"3808",1998,"2C ",151,"M",11,"length",78.5,0.707106781186548,2,0.5
"3809",1998,"2C ",151,"M",12,"length",75,0,1,0
"3810",1998,"2C ",152,"F",10,"length",97,0,1,0
"3811",1998,"2C ",152,"F",13,"length",136,0,1,0
"3812",1998,"2C ",153,"F",12,"length",121,0,1,0
"3813",1998,"2C ",153,"F",13,"length",121,0,1,0
"3814",1998,"2C ",153,"M",13,"length",98,0,1,0
"3815",1998,"2C ",160,"F",9,"length",80,0,1,0
"3816",1998,"2C ",160,"F",10,"length",84.6666666666667,13.4288247189891,3,7.75313556640867
"3817",1998,"2C ",160,"F",11,"length",92.5,4.94974746830583,2,3.5
"3818",1998,"2C ",160,"F",12,"length",100,0,1,0
"3819",1998,"2C ",160,"F",13,"length",138,0,1,0
"3820",1998,"2C ",160,"F",14,"length",112,0,1,0
"3821",1998,"2C ",160,"F",15,"length",167,0,1,0
"3822",1998,"2C ",160,"M",8,"length",67,0,1,0
"3823",1998,"2C ",161,"F",7,"length",92,0,1,0
"3824",1998,"2C ",161,"F",8,"length",101,0,1,0
"3825",1998,"2C ",161,"F",10,"length",106,5.65685424949238,2,4
"3826",1998,"2C ",161,"F",12,"length",132,0,1,0
"3827",1998,"2C ",161,"M",9,"length",81,0,1,0
"3828",1998,"2C ",162,"F",15,"length",122,0,1,0
"3829",1998,"2C ",162,"F",16,"length",124,0,1,0
"3830",1998,"2C ",162,"M",15,"length",93,0,1,0
"3831",1998,"2C ",163,"F",8,"length",93,0,1,0
"3832",1998,"2C ",163,"M",10,"length",80,0,1,0
"3833",1998,"2C ",163,"M",11,"length",83,0,1,0
"3834",1998,"2C ",163,"M",14,"length",99,0,1,0
"3835",1998,"2C ",163,"M",15,"length",107,0,1,0
"3836",1998,"2C ",170,"F",9,"length",85,0,1,0
"3837",1998,"2C ",170,"F",11,"length",79,0,1,0
"3838",1998,"2C ",170,"F",12,"length",95,0,1,0
"3839",1998,"2C ",170,"F",14,"length",113,0,1,0
"3840",1998,"2C ",170,"F",15,"length",113,0,1,0
"3841",1998,"2C ",170,"M",11,"length",81,0,1,0
"3842",1998,"2C ",173,"F",10,"length",103,0,1,0
"3843",1998,"2C ",173,"F",12,"length",117,0,1,0
"3844",1998,"2C ",173,"F",13,"length",119,0,1,0
"3845",1998,"2C ",173,"F",14,"length",123.5,2.12132034355964,2,1.5
"3846",1998,"2C ",173,"M",10,"length",84.5,4.94974746830583,2,3.5
"3847",1998,"2C ",173,"M",15,"length",110,0,1,0
"3848",1998,"2C ",173,"M",17,"length",123,0,1,0
"3849",1998,"2C ",181,"F",8,"length",83,0,1,0
"3850",1998,"2C ",181,"F",14,"length",131,0,1,0
"3851",1998,"2C ",181,"M",10,"length",76,0,1,0
"3852",1998,"2C ",182,"F",8,"length",95,0,1,0
"3853",1998,"2C ",183,"F",10,"length",102,0,1,0
"3854",1998,"2C ",183,"F",11,"length",105,0,1,0
"3855",1998,"2C ",183,"F",12,"length",124,0,1,0
"3856",1998,"3A ",185,"F",9,"length",80,0,1,0
"3857",1998,"3A ",190,"F",9,"length",73,0,1,0
"3858",1998,"3A ",190,"F",10,"length",81,0,1,0
"3859",1998,"3A ",190,"F",11,"length",84,0,1,0
"3860",1998,"3A ",190,"F",18,"length",140,0,1,0
"3861",1998,"3A ",190,"M",9,"length",70,0,1,0
"3862",1998,"3A ",190,"M",10,"length",71,0,1,0
"3863",1998,"3A ",190,"M",11,"length",68,0,1,0
"3864",1998,"3A ",190,"M",14,"length",81,8.48528137423857,2,6
"3865",1998,"3A ",200,"F",8,"length",83,0,1,0
"3866",1998,"3A ",200,"F",9,"length",80.5,4.94974746830583,2,3.5
"3867",1998,"3A ",200,"F",11,"length",87,0,1,0
"3868",1998,"3A ",200,"F",13,"length",80,0,1,0
"3869",1998,"3A ",200,"F",14,"length",128,0,1,0
"3870",1998,"3A ",220,"F",8,"length",90,0,1,0
"3871",1998,"3A ",220,"F",11,"length",117,0,1,0
"3872",1998,"3A ",220,"F",13,"length",145,0,1,0
"3873",1998,"3A ",220,"M",9,"length",91,0,1,0
"3874",1998,"3A ",230,"F",8,"length",86,0,1,0
"3875",1998,"3A ",230,"F",12,"length",91,0,1,0
"3876",1998,"3A ",230,"F",13,"length",90,0,1,0
"3877",1998,"3A ",230,"M",11,"length",74,0,1,0
"3878",1998,"3A ",232,"F",12,"length",110,0,1,0
"3879",1998,"3A ",232,"F",13,"length",110,0,1,0
"3880",1998,"3A ",240,"F",8,"length",91,0,1,0
"3881",1998,"3A ",240,"F",9,"length",91,0,1,0
"3882",1998,"3A ",240,"F",10,"length",86,0,1,0
"3883",1998,"3A ",240,"F",11,"length",85,0,2,0
"3884",1998,"3A ",240,"F",12,"length",114,0,1,0
"3885",1998,"3A ",240,"M",11,"length",67,0,1,0
"3886",1998,"3A ",242,"F",11,"length",105,0,1,0
"3887",1998,"3A ",242,"M",13,"length",90,0,1,0
"3888",1998,"3A ",250,"F",10,"length",82,0,1,0
"3889",1998,"3A ",250,"F",11,"length",96,9.59166304662544,4,4.79583152331272
"3890",1998,"3A ",250,"F",12,"length",103,16.3707055437449,4,8.18535277187245
"3891",1998,"3A ",250,"F",13,"length",113,14.142135623731,2,10
"3892",1998,"3A ",250,"F",14,"length",106.2,12.7553910171347,5,5.70438427878066
"3893",1998,"3A ",250,"F",15,"length",129,0,1,0
"3894",1998,"3A ",250,"F",16,"length",106,0,1,0
"3895",1998,"3A ",250,"F",17,"length",124.666666666667,10.2143689640297,3,5.89726867098471
"3896",1998,"3A ",250,"M",10,"length",66,0,1,0
"3897",1998,"3A ",250,"M",11,"length",80.5,2.12132034355964,2,1.5
"3898",1998,"3A ",250,"M",12,"length",90,0,1,0
"3899",1998,"3A ",250,"M",13,"length",83.5,10.6066017177982,2,7.5
"3900",1998,"3A ",250,"M",16,"length",97,0,1,0
"3901",1998,"3A ",260,"F",9,"length",91,21.2132034355964,2,15
"3902",1998,"3A ",260,"F",10,"length",86.4,6.10737259384099,5,2.73130005674953
"3903",1998,"3A ",260,"F",11,"length",88.3333333333333,1.15470053837925,3,0.666666666666667
"3904",1998,"3A ",260,"F",12,"length",90,2.82842712474619,2,2
"3905",1998,"3A ",260,"F",13,"length",96.5,10.4721853816033,4,5.23609269080167
"3906",1998,"3A ",260,"F",14,"length",124.333333333333,29.022979401387,3,16.7564249700757
"3907",1998,"3A ",260,"F",15,"length",111,0,1,0
"3908",1998,"3A ",260,"M",10,"length",79.6666666666667,4.04145188432738,3,2.33333333333333
"3909",1998,"3A ",260,"M",11,"length",83,0,1,0
"3910",1998,"3A ",260,"M",12,"length",85,0,1,0
"3911",1998,"3A ",260,"M",13,"length",88,8.48528137423857,2,6
"3912",1998,"3A ",260,"M",14,"length",85.3333333333333,0.577350269189626,3,0.333333333333333
"3913",1998,"3A ",261,"F",9,"length",100,0,1,0
"3914",1998,"3A ",261,"F",10,"length",98.5,7.77817459305202,2,5.5
"3915",1998,"3A ",261,"F",11,"length",99,14.142135623731,2,10
"3916",1998,"3A ",261,"F",13,"length",106,0,1,0
"3917",1998,"3A ",261,"M",17,"length",82,0,1,0
"3918",1998,"3A ",270,"F",10,"length",81,0,1,0
"3919",1998,"3A ",270,"F",11,"length",101,11.3137084989848,2,8
"3920",1998,"3A ",270,"F",12,"length",89,0,1,0
"3921",1998,"3A ",270,"F",13,"length",137,4.24264068711928,2,3
"3922",1998,"3A ",270,"F",14,"length",120,0,1,0
"3923",1998,"3A ",270,"M",12,"length",72,0,1,0
"3924",1998,"3A ",270,"M",14,"length",87,0,1,0
"3925",1998,"3A ",271,"F",10,"length",116,0,1,0
"3926",1998,"3A ",271,"F",14,"length",82,0,1,0
"3927",1998,"3A ",271,"F",17,"length",154,0,1,0
"3928",1998,"3A ",271,"M",9,"length",83,0,1,0
"3929",1998,"3A ",271,"M",13,"length",77,0,1,0
"3930",1998,"3A ",280,"F",9,"length",81.5,3.53553390593274,2,2.5
"3931",1998,"3A ",280,"F",10,"length",93,0,1,0
"3932",1998,"3A ",280,"F",11,"length",111,24.0416305603426,2,17
"3933",1998,"3A ",280,"F",12,"length",99,19.1180542943052,5,8.54985379991962
"3934",1998,"3A ",280,"F",13,"length",106,0,1,0
"3935",1998,"3A ",280,"F",14,"length",110,0,1,0
"3936",1998,"3A ",280,"F",15,"length",114.5,2.12132034355964,2,1.5
"3937",1998,"3A ",280,"F",16,"length",121,11.3137084989848,2,8
"3938",1998,"3A ",280,"F",17,"length",124,0,1,0
"3939",1998,"3A ",280,"M",10,"length",75.5,4.94974746830583,2,3.5
"3940",1998,"3A ",280,"M",11,"length",77.75,4.03112887414927,4,2.01556443707464
"3941",1998,"3A ",280,"M",13,"length",85.5,3.53553390593274,2,2.5
"3942",1998,"3A ",280,"M",14,"length",81,5.19615242270663,3,3
"3943",1998,"3A ",280,"M",15,"length",86.6666666666667,11.2398102000582,3,6.48930744464393
"3944",1998,"3A ",280,"M",18,"length",89,0,1,0
"3945",1998,"3A ",281,"F",8,"length",80.5,7.77817459305202,2,5.5
"3946",1998,"3A ",281,"F",11,"length",91,0,1,0
"3947",1998,"3A ",281,"F",13,"length",97,0,1,0
"3948",1998,"3B ",290,"F",7,"length",97,0,1,0
"3949",1998,"3B ",290,"F",8,"length",86,0,1,0
"3950",1998,"3B ",290,"F",9,"length",75,0,1,0
"3951",1998,"3B ",290,"F",10,"length",90,0,1,0
"3952",1998,"3B ",290,"F",11,"length",108,20.6881608655772,4,10.3440804327886
"3953",1998,"3B ",290,"F",13,"length",96.5,6.36396103067893,2,4.5
